Chip Run Info;\\pnas1.stockage.inra.fr\vdl-isp\Ibir\Fluidigm\2023_03_28_CGitton\ChipRun.bml;1362900136;96.96 (136x);GE 96x96 Fast PCR+Melt v2;ROX;EvaGreen;28/03/2023 18:35;00:30:37;BIOMARKHD434;SamplePlateName: Undefined;SamplePlateBarCode: Undefined;ReagentPlateName: Undefined;ReagentPlateBarCode: Undefined;;;;;;;;;;;
Application Version;4.7.1;;;;;;;;;;;;;;;;;;;;;;;
Application Build;20200930.1707;;;;;;;;;;;;;;;;;;;;;;;
Export Type;Table Results;;;;;;;;;;;;;;;;;;;;;;;
Quality Threshold;0,65;;;;;;;;;;;;;;;;;;;;;;;
Baseline Correction Method;Linear (Derivative);;;;;;;;;;;;;;;;;;;;;;;
Ct Threshold Method;Auto (Global);;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Experiment Information;Experiment Information;Experiment Information;Experiment Information;Experiment Information;Experiment Information;Experiment Information;Experiment Information;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen
Chamber;Sample;Sample;Sample;Sample;EvaGreen;EvaGreen;EvaGreen;Ct;Ct;Ct;Ct;Delta Ct Sample;Delta Ct Sample;Delta Ct Sample;Delta Ct Reagent;Delta Ct Reagent;Delta Ct Reagent;Delta Delta Ct;Delta Delta Ct;Delta Delta Ct;Delta Delta Ct;Tm;Tm;Tm
ID;Name;Type;rConc;Reference;Name;Type;Reference;Value;Quality;Call;Threshold;Value;Quality;Call;Value;Quality;Call;Value;Fold Change;Quality;Call;In Range;Out Range;Peak Ratio
S05-A46;ADNc-412;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;12,93753973;1;Pass;0,015433382;999;0;Flag;3,33689883;1;Pass;999;-1;0;Flag;82,98505051;999;1
S94-A46;ADNc-ANSES-2;Reference;1;;NLRP3;Test;ACTB,GAPDH,PPIA;22,16133845;1;Pass;0,015433382;0;1;Pass;16,54130208;0,900271744;Pass;0;1;0,900271744;Pass;78,85778251;999;1
S04-A46;ADNc-404;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;14,70555009;1;Pass;0,015433382;999;0;Flag;5,413647851;1;Pass;999;-1;0;Flag;82,83452791;999;1
S93-A46;ADNc-314;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;13,10317326;1;Pass;0,015433382;999;0;Flag;4,957436965;1;Pass;999;-1;0;Flag;82,8887857;999;1
S03-A46;ADNc-396;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;12,86872114;1;Pass;0,015433382;999;0;Flag;4,768553824;1;Pass;999;-1;0;Flag;82,85938196;999;1
S92-A46;ADNc-365;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;13,47848517;1;Pass;0,015433382;999;0;Flag;3,542481511;1;Pass;999;-1;0;Flag;82,79237022;999;1
S02-A46;ADNc-388;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;14,34763743;1;Pass;0,015433382;999;0;Flag;5,764599513;1;Pass;999;-1;0;Flag;82,87062532;999;1
S91-A46;ADNc-353;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;10,23899377;1;Pass;0,015433382;999;0;Flag;5,375338375;0,876508807;Pass;999;-1;0;Flag;82,87410586;999;1
S01-A46;ADNc-380;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;13,23700136;1;Pass;0,015433382;999;0;Flag;4,014281914;1;Pass;999;-1;0;Flag;82,77460629;999;1
S90-A46;ADNc-345;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;9,391400137;1;Pass;0,015433382;999;0;Flag;4,626042423;0,84645651;Pass;999;-1;0;Flag;82,86981298;999;1
S12-A46;ADNc-ANSES-11;Unknown;1;ADNc-ANSES-1;NLRP3;Test;ACTB,GAPDH,PPIA;999;0;Flag;0,015433382;999;0;Flag;999;0;Flag;999;-1;0;Flag;73,6248992;999;1
S89-A46;ADNc-419;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;14,31077318;1;Pass;0,015433382;999;0;Flag;4,33450066;1;Pass;999;-1;0;Flag;82,76898197;999;1
S11-A46;ADNc-ANSES-3;Reference;1;;NLRP3;Test;ACTB,GAPDH,PPIA;22,24915076;1;Pass;0,015433382;0;1;Pass;16,58101584;0,855191018;Pass;0;1;0,855191018;Pass;80,24682208;999;1
S88-A46;ADNc-411;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;14,68075837;1;Pass;0,015433382;999;0;Flag;3,822436509;1;Pass;999;-1;0;Flag;82,77246241;999;1
S10-A46;ADNc-315;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;15,08327581;1;Pass;0,015433382;999;0;Flag;5,689361268;1;Pass;999;-1;0;Flag;82,70053372;999;1
S87-A46;ADNc-403;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;15,78106713;1;Pass;0,015433382;999;0;Flag;6,944104717;1;Pass;999;-1;0;Flag;82,70446339;999;1
S09-A46;ADNc-366;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;9,020870705;1;Pass;0,015433382;999;0;Flag;4,543168572;0,789819989;Pass;999;-1;0;Flag;82,81203861;999;1
S86-A46;ADNc-395;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;13,84493026;1;Pass;0,015433382;999;0;Flag;5,141726301;1;Pass;999;-1;0;Flag;82,77367828;999;1
S08-A46;ADNc-354;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;12,85330979;1;Pass;0,015433382;999;0;Flag;5,097743027;1;Pass;999;-1;0;Flag;82,73859424;999;1
S85-A46;ADNc-387;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;14,07393502;1;Pass;0,015433382;999;0;Flag;4,577668439;1;Pass;999;-1;0;Flag;82,68219788;999;1
S07-A46;ADNc-346;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;9,144455928;1;Pass;0,015433382;999;0;Flag;3,992029873;0,937986486;Pass;999;-1;0;Flag;82,81421204;999;1
S84-A46;ADNc-ANSES-17;Unknown;1;ADNc-ANSES-3;NLRP3;Test;ACTB,GAPDH,PPIA;19,19767694;1;Pass;0,015433382;-3,051473819;1;Pass;13,34008096;0,919512481;Pass;-3,240934878;9,454065617;0,855191018;Pass;78,8797006;999;1
S18-A46;ADNc-339;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;14,13593126;1;Pass;0,015433382;999;0;Flag;6,583641696;1;Pass;999;-1;0;Flag;82,73897823;999;1
S83-A46;ADNc-ANSES-9;Unknown;1;ADNc-ANSES-2;NLRP3;Test;ACTB,GAPDH,PPIA;999;0;Flag;0,015433382;999;0;Flag;999;0;Flag;999;-1;0;Flag;73,66071515;999;1
S17-A46;ADNc-413;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;12,60281347;1;Pass;0,015433382;999;0;Flag;5,193997105;1;Pass;999;-1;0;Flag;82,78017971;999;1
S82-A46;ADNc-ANSES-1;Reference;1;;NLRP3;Test;ACTB,GAPDH,PPIA;24,599684;1;Pass;0,015433382;0;1;Pass;18,34100119;1;Pass;0;1;1;Pass;78,26536158;999;1
S16-A46;ADNc-405;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;18,11923272;1;Pass;0,015433382;999;0;Flag;7,237451779;1;Pass;999;-1;0;Flag;82,58128605;999;1
S81-A46;ADNc-309;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;20,00209806;1;Pass;0,015433382;999;0;Flag;7,925927943;1;Pass;999;-1;0;Flag;82,5442783;999;1
S15-A46;ADNc-397;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;11,29015125;1;Pass;0,015433382;999;0;Flag;3,276674885;1;Pass;999;-1;0;Flag;82,81329686;999;1
S80-A46;ADNc-364;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;12,73086226;1;Pass;0,015433382;999;0;Flag;4,98060764;1;Pass;999;-1;0;Flag;82,72330918;999;1
S14-A46;ADNc-389;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;17,5877719;1;Pass;0,015433382;999;0;Flag;6,412820623;1;Pass;999;-1;0;Flag;82,6986084;999;1
S79-A46;ADNc-352;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;7,271449901;1;Pass;0,015433382;999;0;Flag;3,657700314;0,533760149;Flag;999;-1;0;Flag;82,8071362;999;1
S13-A46;ADNc-381;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;14,94983892;1;Pass;0,015433382;999;0;Flag;5,348682967;1;Pass;999;-1;0;Flag;82,65130539;999;1
S78-A46;ADNc-344;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;9,829014357;1;Pass;0,015433382;999;0;Flag;4,954336063;0,854505761;Pass;999;-1;0;Flag;82,80735364;999;1
S24-A46;ADNc-ANSES-12;Unknown;1;ADNc-ANSES-1;NLRP3;Test;ACTB,GAPDH,PPIA;999;0;Flag;0,015433382;999;0;Flag;999;0;Flag;999;-1;0;Flag;73,85890059;999;1
S77-A46;ADNc-418;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;10,56765821;1;Pass;0,015433382;999;0;Flag;4,135664872;0,969165982;Pass;999;-1;0;Flag;82,81314691;999;1
S23-A46;ADNc-ANSES-4;Unknown;1;ADNc-ANSES-1;NLRP3;Test;ACTB,GAPDH,PPIA;22,03442678;1;Pass;0,015433382;-2,565257218;1;Pass;15,80383968;0,911977672;Pass;-2,537161516;5,804458629;0,911977672;Pass;78,63437762;999;1
S76-A46;ADNc-410;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;15,82215188;1;Pass;0,015433382;999;0;Flag;6,52044748;1;Pass;999;-1;0;Flag;82,75585321;999;1
S22-A46;ADNc-321;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;13,9077893;1;Pass;0,015433382;999;0;Flag;3,663310149;1;Pass;999;-1;0;Flag;82,7444233;999;1
S75-A46;ADNc-402;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;15,14333529;1;Pass;0,015433382;999;0;Flag;5,263122843;1;Pass;999;-1;0;Flag;82,67072552;999;1
S21-A46;ADNc-367;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;12,4737573;1;Pass;0,015433382;999;0;Flag;4,294419813;1;Pass;999;-1;0;Flag;82,7625653;999;1
S74-A46;ADNc-394;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;13,59158353;1;Pass;0,015433382;999;0;Flag;2,354985041;1;Pass;999;-1;0;Flag;82,8181576;999;1
S20-A46;ADNc-355;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;9,42275969;1;Pass;0,015433382;999;0;Flag;4,470094145;0,843409257;Pass;999;-1;0;Flag;82,82112885;999;1
S73-A46;ADNc-386;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;14,39320204;1;Pass;0,015433382;999;0;Flag;5,73717332;1;Pass;999;-1;0;Flag;82,68623479;999;1
S19-A46;ADNc-347;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;12,31922224;1;Pass;0,015433382;999;0;Flag;6,466867752;1;Pass;999;-1;0;Flag;82,78064626;999;1
S72-A46;ADNc-ANSES-16;Unknown;1;ADNc-ANSES-3;NLRP3;Test;ACTB,GAPDH,PPIA;24,09917589;1;Pass;0,015433382;1,850025137;1;Pass;18,5109257;0,867540771;Pass;1,929909861;0,262445568;0,855191018;Pass;78,89083935;999;1
S30-A46;ADNc-340;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;14,3116812;1;Pass;0,015433382;999;0;Flag;6,20546854;1;Pass;999;-1;0;Flag;82,75729151;999;1
S71-A46;ADNc-ANSES-8;Unknown;1;ADNc-ANSES-2;NLRP3;Test;ACTB,GAPDH,PPIA;21,40603662;1;Pass;0,015433382;-0,75530183;1;Pass;15,52644056;0,878641357;Pass;-1,014861516;2,020708916;0,878641357;Pass;78,6837662;999;1
S29-A46;ADNc-414;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;12,82129977;1;Pass;0,015433382;999;0;Flag;4,231010023;1;Pass;999;-1;0;Flag;82,7780121;999;1
S70-A46;ADNc-333;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;18,29230174;1;Pass;0,015433382;999;0;Flag;6,448001754;1;Pass;999;-1;0;Flag;82,7261824;999;1
S28-A46;ADNc-406;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;16,28491435;1;Pass;0,015433382;999;0;Flag;6,857904811;1;Pass;999;-1;0;Flag;82,69090992;999;1
S69-A46;ADNc-308;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;15,98264686;1;Pass;0,015433382;999;0;Flag;4,504284642;1;Pass;999;-1;0;Flag;82,6739488;999;1
S27-A46;ADNc-398;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;12,28718093;1;Pass;0,015433382;999;0;Flag;4,607487588;1;Pass;999;-1;0;Flag;82,77023772;999;1
S68-A46;ADNc-363;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;9,716572657;1;Pass;0,015433382;999;0;Flag;4,557540066;0,819856806;Pass;999;-1;0;Flag;82,81269756;999;1
S26-A46;ADNc-390;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;12,7649744;1;Pass;0,015433382;999;0;Flag;2,818191191;1;Pass;999;-1;0;Flag;82,84509198;999;1
S67-A46;ADNc-351;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;11,20630708;1;Pass;0,015433382;999;0;Flag;3,686455835;1;Pass;999;-1;0;Flag;82,82344263;999;1
S25-A46;ADNc-382;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;12,04713046;1;Pass;0,015433382;999;0;Flag;4,172023566;1;Pass;999;-1;0;Flag;82,77036066;999;1
S66-A46;ADNc-343;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;8,888072643;1;Pass;0,015433382;999;0;Flag;4,415224694;0,7801451;Pass;999;-1;0;Flag;82,85223213;999;1
S36-A46;ADNc-ANSES-13;Unknown;1;ADNc-ANSES-2;NLRP3;Test;ACTB,GAPDH,PPIA;23,76349675;1;Pass;0,015433382;1,602158301;1;Pass;17,20171483;0,952590644;Pass;0,660412757;0,632697256;0,900271744;Pass;78,25961631;999;1
S65-A46;ADNc-417;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;13,6930946;1;Pass;0,015433382;999;0;Flag;4,839922875;1;Pass;999;-1;0;Flag;82,79503584;999;1
S35-A46;ADNc-ANSES-5;Unknown;1;ADNc-ANSES-1;NLRP3;Test;ACTB,GAPDH,PPIA;999;0;Flag;0,015433382;999;0;Flag;999;0;Flag;999;-1;0;Flag;999;999;0
S64-A46;ADNc-409;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;14,70977054;1;Pass;0,015433382;999;0;Flag;4,930453032;1;Pass;999;-1;0;Flag;82,75695383;999;1
S34-A46;ADNc-326;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;12,12067008;1;Pass;0,015433382;999;0;Flag;4,610995844;1;Pass;999;-1;0;Flag;82,77299763;999;1
S63-A46;ADNc-401;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;19,11232189;1;Pass;0,015433382;999;0;Flag;7,770658842;1;Pass;999;-1;0;Flag;82,68287863;999;1
S33-A46;ADNc-368;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;14,29232593;1;Pass;0,015433382;999;0;Flag;3,630843386;1;Pass;999;-1;0;Flag;82,73676595;999;1
S62-A46;ADNc-393;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;12,52376651;1;Pass;0,015433382;999;0;Flag;4,831165295;1;Pass;999;-1;0;Flag;82,80511644;999;1
S32-A46;ADNc-356;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;11,70418074;1;Pass;0,015433382;999;0;Flag;5,106572343;1;Pass;999;-1;0;Flag;82,75395714;999;1
S61-A46;ADNc-385;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;18,61278233;1;Pass;0,015433382;999;0;Flag;8,085230831;1;Pass;999;-1;0;Flag;82,61324609;999;1
S31-A46;ADNc-348;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;16,86688066;1;Pass;0,015433382;999;0;Flag;7,141048204;1;Pass;999;-1;0;Flag;82,67375119;999;1
S60-A46;ADNc-ANSES-15;Unknown;1;ADNc-ANSES-2;NLRP3;Test;ACTB,GAPDH,PPIA;23,25562798;1;Pass;0,015433382;1,09428953;1;Pass;16,82936276;1;Pass;0,288060683;0,819002248;0,900271744;Pass;78,53426939;999;1
S42-A46;ADNc-341;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;13,69226964;1;Pass;0,015433382;999;0;Flag;5,609273971;1;Pass;999;-1;0;Flag;82,77051219;999;1
S59-A46;ADNc-ANSES-7;Unknown;1;ADNc-ANSES-2;NLRP3;Test;ACTB,GAPDH,PPIA;999;0;Flag;0,015433382;999;0;Flag;999;0;Flag;999;-1;0;Flag;999;999;0
S41-A46;ADNc-415;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;15,39326557;1;Pass;0,015433382;999;0;Flag;4,769069549;1;Pass;999;-1;0;Flag;82,6802106;999;1
S58-A46;ADNc-332;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;15,49428991;1;Pass;0,015433382;999;0;Flag;6,889301926;1;Pass;999;-1;0;Flag;82,59612881;999;1
S40-A46;ADNc-407;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;16,83668236;1;Pass;0,015433382;999;0;Flag;6,586127326;1;Pass;999;-1;0;Flag;82,57803192;999;1
S57-A46;ADNc-370;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;11,8958189;1;Pass;0,015433382;999;0;Flag;4,754965249;0,996906512;Pass;999;-1;0;Flag;82,78953429;999;1
S39-A46;ADNc-399;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;14,40824452;1;Pass;0,015433382;999;0;Flag;5,010205381;1;Pass;999;-1;0;Flag;82,71692297;999;1
S56-A46;ADNc-362;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;13,26392902;1;Pass;0,015433382;999;0;Flag;3,071909493;1;Pass;999;-1;0;Flag;82,72769912;999;1
S38-A46;ADNc-391;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;13,65170003;1;Pass;0,015433382;999;0;Flag;3,617727941;1;Pass;999;-1;0;Flag;82,81338076;999;1
S55-A46;ADNc-350;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;17,04237603;1;Pass;0,015433382;999;0;Flag;7,129636251;1;Pass;999;-1;0;Flag;82,41501512;999;1
S37-A46;ADNc-383;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;15,38406014;1;Pass;0,015433382;999;0;Flag;6,478661898;1;Pass;999;-1;0;Flag;82,65302814;999;1
S54-A46;ADNc-342;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;9,898953553;1;Pass;0,015433382;999;0;Flag;4,688926441;0,85692299;Pass;999;-1;0;Flag;82,83832088;999;1
S48-A46;ADNc-ANSES-14;Unknown;1;ADNc-ANSES-2;NLRP3;Test;ACTB,GAPDH,PPIA;999;0;Flag;0,015433382;999;0;Flag;999;0;Flag;999;-1;0;Flag;73,82525698;999;1
S53-A46;ADNc-416;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;12,26528338;1;Pass;0,015433382;999;0;Flag;5,582711149;0,983740237;Pass;999;-1;0;Flag;82,79981706;999;1
S47-A46;ADNc-ANSES-6;Unknown;1;ADNc-ANSES-1;NLRP3;Test;ACTB,GAPDH,PPIA;21,63107072;1;Pass;0,015433382;-2,96861328;1;Pass;15,74746753;0,804790657;Pass;-2,59353366;6,035752548;0,804790657;Pass;77,67945041;999;1
S52-A46;ADNc-408;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;13,26284126;1;Pass;0,015433382;999;0;Flag;4,992781347;1;Pass;999;-1;0;Flag;82,77589245;999;1
S46-A46;ADNc-327;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;999;0;Flag;0,015433382;999;0;Flag;999;0;Flag;999;-1;0;Flag;999;999;0
S51-A46;ADNc-400;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;17,70431184;1;Pass;0,015433382;999;0;Flag;7,462230431;1;Pass;999;-1;0;Flag;82,61417785;999;1
S45-A46;ADNc-369;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;9,438590976;1;Pass;0,015433382;999;0;Flag;4,046890602;0,875718733;Pass;999;-1;0;Flag;82,88768533;999;1
S50-A46;ADNc-392;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;10,88580038;1;Pass;0,015433382;999;0;Flag;3,571796035;1;Pass;999;-1;0;Flag;82,97846795;999;1
S44-A46;ADNc-357;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;7,376671112;1;Pass;0,015433382;999;0;Flag;3,558708039;0,60175174;Flag;999;-1;0;Flag;82,94204789;999;1
S49-A46;ADNc-384;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;15,75970317;1;Pass;0,015433382;999;0;Flag;6,058125589;1;Pass;999;-1;0;Flag;82,89520708;999;1
S43-A46;ADNc-349;Unknown;1;;NLRP3;Test;ACTB,GAPDH,PPIA;14,41682282;1;Pass;0,015433382;999;0;Flag;7,140638807;1;Pass;999;-1;0;Flag;82,99383463;999;1
S96-A39;ADNc-ANSES-18;Unknown;1;ADNc-ANSES-3;NOS2;Test;ACTB,GAPDH,PPIA;18,51052374;1;Pass;0,015433382;0,506759959;0,996077965;Pass;12,85637822;0,92858295;Pass;0,520749363;0,697009699;0,855191018;Pass;81,44335806;999;1
S06-A39;ADNc-338;Unknown;1;;NOS2;Test;ACTB,GAPDH,PPIA;12,90500802;1;Pass;0,015433382;999;0;Flag;5,707373993;1;Pass;999;-1;0;Flag;90,10842032;999;1
S95-A39;ADNc-ANSES-10;Unknown;1;ADNc-ANSES-1;NOS2;Test;ACTB,GAPDH,PPIA;18,89408624;1;Pass;0,015433382;0,083028118;1;Pass;13,04529424;0,776069412;Pass;0,492918935;0,710585948;0,776069412;Pass;79,92450155;999;1
S05-A39;ADNc-412;Unknown;1;;NOS2;Test;ACTB,GAPDH,PPIA;14,17626563;1;Pass;0,015433382;999;0;Flag;4,575624738;1;Pass;999;-1;0;Flag;89,77777446;999;1
S94-A39;ADNc-ANSES-2;Reference;1;;NOS2;Test;ACTB,GAPDH,PPIA;18,80719752;1;Pass;0,015433382;0;1;Pass;13,18716114;0,900271744;Pass;0;1;0,900271744;Pass;80,47653225;999;1
S04-A39;ADNc-404;Unknown;1;;NOS2;Test;ACTB,GAPDH,PPIA;11,97009086;1;Pass;0,015433382;999;0;Flag;2,678188625;1;Pass;999;-1;0;Flag;85,6868769;999;1
S93-A39;ADNc-314;Unknown;1;;NOS2;Test;ACTB,GAPDH,PPIA;11,91467954;1;Pass;0,015433382;999;0;Flag;3,768943237;1;Pass;999;-1;0;Flag;89,93750343;999;1
S03-A39;ADNc-396;Unknown;1;;NOS2;Test;ACTB,GAPDH,PPIA;13,28841886;1;Pass;0,015433382;999;0;Flag;5,188251539;1;Pass;999;-1;0;Flag;89,88356337;999;1
S92-A39;ADNc-365;Unknown;1;;NOS2;Test;ACTB,GAPDH,PPIA;15,86310891;1;Pass;0,015433382;999;0;Flag;5,927105254;1;Pass;999;-1;0;Flag;79,57950535;999;1
S02-A39;ADNc-388;Unknown;1;;NOS2;Test;ACTB,GAPDH,PPIA;14,13318209;0;Flag;0,015433382;999;0;Flag;5,550144175;0;Flag;999;-1;0;Flag;999;999;0
S91-A39;ADNc-353;Unknown;1;;NOS2;Test;ACTB,GAPDH,PPIA;10,62027484;1;Pass;0,015433382;999;0;Flag;5,756619442;0,876508807;Pass;999;-1;0;Flag;89,94417203;999;1
S01-A39;ADNc-380;Unknown;1;;NOS2;Test;ACTB,GAPDH,PPIA;14,18486048;1;Pass;0,015433382;999;0;Flag;4,962141039;1;Pass;999;-1;0;Flag;89,5268659;999;1
S90-A39;ADNc-345;Unknown;1;;NOS2;Test;ACTB,GAPDH,PPIA;9,083996985;1;Pass;0,015433382;999;0;Flag;4,318639271;0,84645651;Pass;999;-1;0;Flag;90,17070159;999;1
S12-A39;ADNc-ANSES-11;Unknown;1;ADNc-ANSES-1;NOS2;Test;ACTB,GAPDH,PPIA;18,73849046;1;Pass;0,015433382;-0,072567657;1;Pass;12,36135045;0,875902858;Pass;-0,19102486;1,141574378;0,875902858;Pass;81,06745494;999;1
S89-A39;ADNc-419;Unknown;1;;NOS2;Test;ACTB,GAPDH,PPIA;15,23230093;1;Pass;0,015433382;999;0;Flag;5,256028419;1;Pass;999;-1;0;Flag;86,61130627;999;1
S11-A39;ADNc-ANSES-3;Reference;1;;NOS2;Test;ACTB,GAPDH,PPIA;18,00376378;0,996077965;Pass;0,015433382;0;0,996077965;Pass;12,33562886;0,855191018;Pass;0;1;0,855191018;Pass;80,39878407;999;1
S88-A39;ADNc-411;Unknown;1;;NOS2;Test;ACTB,GAPDH,PPIA;16,22704504;1;Pass;0,015433382;999;0;Flag;5,368723174;1;Pass;999;-1;0;Flag;89,5321558;999;1
S10-A39;ADNc-315;Unknown;1;;NOS2;Test;ACTB,GAPDH,PPIA;14,24403998;1;Pass;0,015433382;999;0;Flag;4,850125444;1;Pass;999;-1;0;Flag;89,37045541;999;1
S87-A39;ADNc-403;Unknown;1;;NOS2;Test;ACTB,GAPDH,PPIA;16,0577787;1;Pass;0,015433382;999;0;Flag;7,220816284;1;Pass;999;-1;0;Flag;89,47798927;999;1
S09-A39;ADNc-366;Unknown;1;;NOS2;Test;ACTB,GAPDH,PPIA;10,11416633;1;Pass;0,015433382;999;0;Flag;5,6364642;0,789819989;Pass;999;-1;0;Flag;89,85995842;999;1
S86-A39;ADNc-395;Unknown;1;;NOS2;Test;ACTB,GAPDH,PPIA;13,94882147;1;Pass;0,015433382;999;0;Flag;5,245617507;1;Pass;999;-1;0;Flag;89,4477948;999;1
S08-A39;ADNc-354;Unknown;1;;NOS2;Test;ACTB,GAPDH,PPIA;14,20493195;1;Pass;0,015433382;999;0;Flag;6,449365184;1;Pass;999;-1;0;Flag;89,69046316;999;1
S85-A39;ADNc-387;Unknown;1;;NOS2;Test;ACTB,GAPDH,PPIA;14,23097005;1;Pass;0,015433382;999;0;Flag;4,734703463;1;Pass;999;-1;0;Flag;79,92775425;999;1
S07-A39;ADNc-346;Unknown;1;;NOS2;Test;ACTB,GAPDH,PPIA;9,255733954;1;Pass;0,015433382;999;0;Flag;4,103307899;0,937986486;Pass;999;-1;0;Flag;89,9177034;999;1
S84-A39;ADNc-ANSES-17;Unknown;1;ADNc-ANSES-3;NOS2;Test;ACTB,GAPDH,PPIA;19,19568515;1;Pass;0,015433382;1,191921367;0,996077965;Pass;13,33808917;0,919512481;Pass;1,002460309;0,499148049;0,855191018;Pass;80,1977348;999;1
S18-A39;ADNc-339;Unknown;1;;NOS2;Test;ACTB,GAPDH,PPIA;14,10068026;1;Pass;0,015433382;999;0;Flag;6,548390698;1;Pass;999;-1;0;Flag;89,809493;999;1
